,Date,Value,SMA10,SMA20,SMA30,MACD,MACDsignal,MACDhist,EMA12,EMA26,RSI,MOM,ROC,ROCP,ROCR,ROCR100,HT_DCPERIOD,HT_DCPHASE,SINE,LEADSINE,INPHASE,QUADRATURE,APO,PPO,CMO,TRIX,profit,Volatility
10,2016-09-21,598.88,608.5250000000001,606.3934999999999,608.7180000000002,5.956068416072071,2.6214479559105888,3.3346204601614824,606.84838767577,608.6933333333334,31.636229477956096,-22.769999999999985,-3.6628327837207375,-0.0366283278372074,0.9633716721627926,96.33716721627928,15.646696015449796,205.9468881623341,-0.4375377976609838,-0.9452163753989636,4.22339402840027,0.9040137462406737,0.2894871794873097,0.0476479873051458,-36.7275410440878,0.3360721214860751,-0.0024378840502271,0.0304166347655995
11,2016-09-22,597.42,607.3000000000001,606.3934999999999,608.7180000000002,5.956068416072071,2.6214479559105888,3.3346204601614824,604.15456262555,608.6933333333334,31.636229477956096,-12.25,-2.009283710859977,-0.0200928371085997,0.9799071628914002,97.99071628914002,15.646696015449796,205.9468881623341,-0.4375377976609838,-0.9452163753989636,4.22339402840027,0.9040137462406737,0.2894871794873097,0.0476479873051458,-36.7275410440878,0.3360721214860751,-0.0055907067055001,0.0297130252260836
12,2016-09-23,594.08,605.6160000000001,606.3934999999999,608.7180000000002,5.956068416072071,2.6214479559105888,3.3346204601614824,601.2761161611072,606.4451282051283,31.636229477956096,-16.839999999999918,-2.756498395861961,-0.0275649839586196,0.9724350160413804,97.24350160413805,15.646696015449796,205.9468881623341,-0.4375377976609838,-0.9452163753989636,4.22339402840027,0.9040137462406737,0.2894871794873097,0.0476479873051458,-36.7275410440878,0.3360721214860751,0.0164960948020468,0.0291374672045759
13,2016-09-24,603.88,605.1220000000001,606.3934999999999,608.7180000000002,5.956068416072071,2.6214479559105888,3.3346204601614824,602.0200829722195,606.0504930966471,31.636229477956096,-4.940000000000055,-0.8114056699845662,-0.0081140566998456,0.9918859433001544,99.18859433001543,15.646696015449796,205.9468881623341,-0.4375377976609838,-0.9452163753989636,4.22339402840027,0.9040137462406737,0.2894871794873097,0.0476479873051458,-36.7275410440878,0.3360721214860751,-0.0035437504139895,0.0287680038068324
14,2016-09-25,601.74,604.258,606.3934999999999,608.7180000000002,5.956068416072071,2.6214479559105888,3.3346204601614824,601.940059265871,605.3873403125475,31.636229477956096,-8.639999999999986,-1.415511648481271,-0.0141551164848127,0.9858448835151872,98.58448835151871,15.646696015449796,205.9468881623341,-0.4375377976609838,-0.9452163753989636,4.22339402840027,0.9040137462406737,0.2894871794873097,0.0476479873051458,-36.7275410440878,0.3360721214860751,-0.0045866985741349,0.028231427581906
15,2016-09-26,598.98,603.2450000000001,606.3934999999999,608.7180000000002,5.956068416072071,2.6214479559105888,3.3346204601614824,601.0943280470507,604.4015956490787,29.991794126747116,-10.129999999999995,-1.6630822019011338,-0.0166308220190113,0.9833691779809888,98.33691779809888,15.646696015449796,205.9468881623341,-0.4375377976609838,-0.9452163753989636,4.22339402840027,0.9040137462406737,0.2894871794873097,0.0476479873051458,-40.01641174650577,0.3360721214860751,0.0116531436775853,0.0278031170172298
16,2016-09-27,605.96,603.1370000000001,606.3934999999999,608.7180000000002,5.956068416072071,2.6214479559105888,3.3346204601614824,602.4845200336076,604.641350164605,38.67360896455643,-1.0799999999999272,-0.1779124934106368,-0.0017791249341063,0.9982208750658936,99.82208750658936,15.646696015449796,205.9468881623341,-0.4375377976609838,-0.9452163753989636,4.22339402840027,0.9040137462406737,0.2894871794873097,0.0476479873051458,-22.652782070887152,0.3360721214860751,-0.0004785794441878,0.0274250459683081
17,2016-09-28,605.67,602.546,606.3934999999999,608.7180000000002,5.956068416072071,2.6214479559105888,3.3346204601614824,603.3946571668625,604.7996039854349,38.46020600604684,-5.910000000000082,-0.9663494555086972,-0.0096634945550869,0.990336505444913,99.03365054449132,15.646696015449796,205.9468881623341,-0.4375377976609838,-0.9452163753989636,4.22339402840027,0.9040137462406737,0.2894871794873097,0.0476479873051458,-23.079587987906315,0.3360721214860751,-0.0030049366816912,0.0269895132942173
18,2016-09-29,603.85,601.912,606.3934999999999,608.7180000000002,5.956068416072071,2.6214479559105888,3.3346204601614824,603.5247551191875,604.6535110645988,37.07742510005948,-6.340000000000032,-1.03902063291762,-0.0103902063291762,0.9896097936708238,98.96097936708236,15.646696015449796,205.9468881623341,-0.4375377976609838,-0.9452163753989636,4.22339402840027,0.9040137462406737,0.2894871794873097,0.0476479873051458,-25.845149799881035,0.3360721214860751,0.009174463856918,0.0266534718954284
19,2016-09-30,609.39,601.9850000000001,606.3934999999999,608.7180000000002,5.956068416072071,2.6214479559105888,3.3346204601614824,605.2005393708482,605.3822016700451,43.71155647818168,0.7300000000000182,0.1199355962277826,0.0011993559622778,1.0011993559622778,100.11993559622778,15.646696015449796,205.9468881623341,-0.4375377976609838,-0.9452163753989636,4.22339402840027,0.9040137462406737,0.2894871794873097,0.0476479873051458,-12.576887043636646,0.3360721214860751,0.0089105498941565,0.0263427570286504
20,2016-10-01,614.82,603.5790000000001,606.0519999999999,608.7180000000002,5.956068416072071,2.6214479559105888,3.3346204601614824,607.9489566934631,606.8341706438844,49.34851118008209,15.940000000000056,2.6616350520972665,0.0266163505209725,1.0266163505209729,102.66163505209728,15.646696015449796,205.9468881623341,-0.4375377976609838,-0.9452163753989636,4.22339402840027,0.9040137462406737,0.2894871794873097,0.0476479873051458,-1.302977639835818,0.3360721214860751,-0.0029927458443122,0.0260692965920915
21,2016-10-02,612.98,605.135,606.2175,608.7180000000002,5.956068416072071,2.6214479559105888,3.3346204601614824,609.3863976381879,607.7796828525176,47.60865289721412,15.56000000000006,2.6045328244786115,0.026045328244786,1.026045328244786,102.6045328244786,15.646696015449796,205.9468881623341,-0.4375377976609838,-0.9452163753989636,4.22339402840027,0.9040137462406737,0.2894871794873097,0.0476479873051458,-4.7826942055717625,0.3360721214860751,-0.0018434532937453,0.0258286906562105
22,2016-10-03,611.85,606.912,606.2639999999999,608.7180000000002,5.956068416072071,2.6214479559105888,3.3346204601614824,610.0902840272771,608.4058854905918,46.52382575019298,17.769999999999982,2.9911796391058454,0.0299117963910584,1.0299117963910585,102.99117963910584,15.646696015449796,205.9468881623341,-0.4375377976609838,-0.9452163753989636,4.22339402840027,0.9040137462406737,0.2894871794873097,0.0476479873051458,-6.952348499614046,0.3360721214860751,-0.003644684154613,0.0255999467636142
23,2016-10-04,609.62,607.4860000000001,606.304,608.7180000000002,5.956068416072071,2.6214479559105888,3.3346204601614824,609.9559171623408,608.5926723381931,44.37489182693233,5.740000000000009,0.9505199708551348,0.0095051997085513,1.0095051997085511,100.95051997085514,15.646696015449796,205.9468881623341,-0.4375377976609838,-0.9452163753989636,4.22339402840027,0.9040137462406737,0.2894871794873097,0.0476479873051458,-11.25021634613534,0.3360721214860751,-0.0040024933565172,0.0254322442492643
24,2016-10-05,607.18,608.0300000000001,606.144,608.7180000000002,5.956068416072071,2.6214479559105888,3.3346204601614824,609.1627979731006,608.3753381323172,42.08435157536747,5.439999999999941,0.9040449363512336,0.0090404493635123,1.0090404493635123,100.90404493635124,15.646696015449796,205.9468881623341,-0.4375377976609838,-0.9452163753989636,4.22339402840027,0.9040137462406737,0.2894871794873097,0.0476479873051458,-15.831296849265076,0.3360721214860751,0.0080700945353932,0.0252970576110557
25,2016-10-06,612.08,609.3400000000001,606.2925,608.7180000000002,5.956068416072071,2.6214479559105888,3.3346204601614824,609.9962842665004,608.9452861119607,47.90037509692668,13.100000000000025,2.187051320578326,0.0218705132057832,1.0218705132057833,102.18705132057832,15.646696015449796,205.9468881623341,-0.4375377976609838,-0.9452163753989636,4.22339402840027,0.9040137462406737,0.2894871794873097,0.0476479873051458,-4.1992498061466295,0.3360721214860751,0.0083812573519801,0.0251194146775822
26,2016-10-07,617.21,610.4650000000001,606.801,608.7180000000002,5.956068416072071,2.6214479559105888,3.3346204601614824,612.0573459046432,610.2167805562744,53.19930859099004,11.25,1.8565581886593077,0.0185655818865931,1.018565581886593,101.8565581886593,15.646696015449796,205.9468881623341,-0.4375377976609838,-0.9452163753989636,4.22339402840027,0.9040137462406737,1.7494230769232215,0.2880263121234081,6.398617181980104,0.3360721214860751,-0.0040018794251551,0.0249759046476876
27,2016-10-08,614.74,611.3720000000001,606.9590000000001,608.7180000000002,5.956068416072071,2.6214479559105888,3.3346204601614824,612.8238185033166,610.9126604706937,50.53426628114504,9.07000000000005,1.4975151485132177,0.0149751514851322,1.0149751514851322,101.49751514851322,15.646696015449796,205.9468881623341,-0.4375377976609838,-0.9452163753989636,4.22339402840027,0.9040137462406737,2.867756410256675,0.4719980063763476,1.068532562290083,0.3360721214860751,0.001480300614894,0.0248868422795997
28,2016-10-09,615.65,612.552,607.232,608.7180000000002,5.956068416072071,2.6214479559105888,3.3346204601614824,613.6312989309404,611.6414819367408,51.49828254296818,11.799999999999956,1.954127680715412,0.019541276807154,1.019541276807154,101.95412768071542,15.646696015449796,205.9468881623341,-0.4375377976609838,-0.9452163753989636,4.22339402840027,0.9040137462406737,3.493333333333453,0.5747882936246961,2.996565085936344,0.3360721214860751,0.0030699260943717,0.0247238978116182
29,2016-10-10,617.54,613.367,607.676,608.7180000000002,5.956068416072071,2.6214479559105888,3.3346204601614824,614.7480706649574,612.5489462541652,53.52415586977275,8.149999999999977,1.3374029767472262,0.0133740297674723,1.0133740297674725,101.33740297674724,15.646696015449796,205.9468881623341,-0.4375377976609838,-0.9452163753989636,4.22339402840027,0.9040137462406737,4.147115384615631,0.6819843546812395,7.048311739545504,0.3360721214860751,-0.0044855393982575,0.0245726696077519
30,2016-10-11,614.77,613.3620000000001,608.4705000000001,608.4886666666667,5.956068416072071,2.6214479559105888,3.3346204601614824,614.7543361892552,612.8906468304475,50.21375550633373,-0.0500000000000682,-0.0081324615334721,-8.132461533468041e-05,0.9999186753846652,99.99186753846652,15.646696015449796,205.9468881623341,-0.4375377976609838,-0.9452163753989636,4.22339402840027,0.9040137462406737,4.888269230769311,0.8036423947841623,0.4275110126674687,0.3360721214860751,0.032922881728126,0.0245483229651318
31,2016-10-12,635.01,615.5650000000002,610.3500000000001,609.3333333333335,5.956068416072071,2.6214479559105888,3.3346204601614824,620.5416687066108,616.2936242411479,66.51186114629051,22.029999999999973,3.593918235505233,0.0359391823550523,1.0359391823550523,103.59391823550524,15.646696015449796,205.9468881623341,-0.4375377976609838,-0.9452163753989636,4.22339402840027,0.9040137462406737,6.027115384615513,0.989251153826508,33.02372229258101,0.3360721214860751,0.0014960394324499,0.0259729266271534
32,2016-10-13,635.96,617.9760000000001,612.4440000000001,610.1680000000001,5.956068416072071,2.6214479559105888,3.3346204601614824,624.9469062190077,619.3192205117405,67.05697721978648,24.110000000000014,3.9405082945166425,0.0394050829451663,1.0394050829451664,103.94050829451665,15.646696015449796,205.9468881623341,-0.4375377976609838,-0.9452163753989636,4.22339402840027,0.9040137462406737,6.676474358974588,1.093835691392455,34.11395443957294,0.3360721214860751,-0.0030505063211523,0.0256789619056968
33,2016-10-14,634.02,620.4160000000002,613.9510000000001,611.0080000000002,5.956068416072071,2.6214479559105888,3.3346204601614824,627.5392187278626,621.5808788945496,64.73942451847786,24.399999999999977,4.002493356517167,0.0400249335651717,1.0400249335651717,104.00249335651716,17.21176482512415,205.9468881623341,-0.4375377976609838,-0.9452163753989636,3.1851480419517384,2.3569412364397797,7.566730769231071,1.2379397852900014,29.47884903695571,0.3360721214860751,0.0061827702596133,0.0254996714885628
34,2016-10-15,637.94,623.4920000000002,615.7610000000002,611.9266666666667,6.842979095059945,3.46575418374046,3.377224911319485,630.5108705199019,624.0976667569266,67.20576045723583,30.760000000000105,5.066043018544764,0.0506604301854476,1.0506604301854476,105.06604301854476,18.933208777083244,205.9468881623341,-0.4375377976609838,-0.9452163753989636,4.310117587911757,3.674037151648722,8.673589743590014,1.416551716051505,34.41152091447166,0.3360721214860751,0.0054550584694483,0.025275041758496
35,2016-10-16,641.42,626.4260000000002,617.8830000000002,613.0036666666667,7.73747630400976,4.32009860779432,3.41737769621544,633.6277646570728,626.7626411020149,69.2613015803066,29.33999999999992,4.793491046921949,0.0479349104692195,1.0479349104692195,104.79349104692194,20.718791190631286,205.9468881623341,-0.4375377976609838,-0.9452163753989636,3.3559212212379417,11.764699514381205,10.06358974359,1.6401882906737697,38.52260316061319,0.3360721214860751,-0.0038196501512268,0.0250700986609788
36,2016-10-17,638.97,628.6020000000002,619.5335000000002,614.068,8.15467524203018,5.087013934641492,3.067661307388688,635.1541176121949,628.6406963170895,66.11914821313746,21.75999999999999,3.5255423599747315,0.0352554235997472,1.035255423599747,103.52554235997474,22.4964666565659,205.9468881623341,-0.4375377976609838,-0.9452163753989636,11.40612117777064,26.06394543043329,11.170833333333576,1.8160856005614607,32.238296426274935,0.3360721214860751,-0.004194250121289,0.0249663516202208
37,2016-10-18,636.29,630.7570000000003,621.0645000000002,614.8916666666667,8.174820561082925,5.704575259929778,2.4702453011531462,635.4786554372821,629.8175122683065,62.76481372453621,21.549999999999955,3.5055470605459105,0.0350554706054591,1.035055470605459,103.50554706054592,24.21118933135608,205.9468881623341,-0.4375377976609838,-0.9452163753989636,20.62746134549835,9.34861476624551,11.693333333333726,1.8964212347281424,25.52962744907241,0.3360721214860751,-0.0110641374216159,0.0248931037203527
38,2016-10-19,629.25,632.1170000000003,622.3345000000002,615.527,7.535848140841267,6.070829836112076,1.465018304729191,633.6990395980587,629.730202688567,54.887547999420846,13.600000000000025,2.209047348331028,0.0220904734833103,1.0220904734833105,102.20904734833104,26.009248035184772,205.9468881623341,-0.4375377976609838,-0.9452163753989636,16.704420510131357,-9.227042230415904,11.34397435897472,1.835735081371942,9.775095998841689,0.3360721214860751,-0.0024314660309892,0.0250976834181191
39,2016-10-20,627.72,633.1350000000003,623.2510000000002,616.1623333333334,6.827298829929987,6.222123634875659,0.6051751950543283,631.9907425700419,629.4209407364798,53.32128981683078,10.180000000000064,1.6484762120672514,0.0164847621206724,1.0164847621206723,101.64847621206724,27.58825315837582,205.9468881623341,-0.4375377976609838,-0.9452163753989636,14.131042228889315,-11.58706870858874,11.5087179487183,1.8596353193985544,6.64257963366156,0.3360721214860751,0.0066908812846491,0.0249696200668576
40,2016-10-21,631.92,634.8500000000004,624.1060000000002,617.2636666666666,6.529406363205567,6.28358018054164,0.2458261826639267,631.9705304071728,629.805411392406,56.952720633528806,17.149999999999977,2.789661174097624,0.0278966117409762,1.0278966117409762,102.78966117409765,28.216400982937337,205.9468881623341,-0.4375377976609838,-0.9452163753989636,11.440690421853244,-22.009471951064334,11.70378205128236,1.8876142753136875,13.905441267057608,0.3360721214860751,0.0372832004051147,0.0248119820494947
41,2016-10-22,655.48,636.8970000000003,626.2310000000002,619.1990000000001,8.101035839552992,6.64707131234391,1.4539645272090818,638.6875217194091,633.7553481012666,70.71552742787273,20.470000000000027,3.223571282342008,0.0322357128234201,1.03223571282342,103.223571282342,28.08953747520601,205.9468881623341,-0.4375377976609838,-0.9452163753989636,5.6625807898010905,-26.45545336737744,12.692371794872088,2.03990697246989,41.43105485574544,0.3360721214860751,-0.0034020870201989,0.0267091527955768
42,2016-10-23,653.25,638.6260000000003,628.3010000000002,621.1713333333333,9.06215824022911,7.13008869792095,1.9320695423081595,642.8482297995779,636.7545253164564,68.48368919873803,17.289999999999964,2.71872444807848,0.0271872444807848,1.0271872444807848,102.71872444807848,27.65650316470311,205.9468881623341,-0.4375377976609838,-0.9452163753989636,-0.5975218845134674,-26.61045279202875,14.08019230769264,2.256360411178648,36.96737839747606,0.3360721214860751,-0.0028473019517795,0.0263828047841301
43,2016-10-24,651.39,640.3630000000004,630.3895000000001,622.7549999999999,9.563525839160777,7.616776126168915,1.94674971299186,645.2887355711271,639.0061368062323,66.5957533708481,17.370000000000005,2.73966120942557,0.0273966120942557,1.0273966120942557,102.73966120942558,27.28979772113721,205.9468881623341,-0.4375377976609838,-0.9452163753989636,-8.877352679879053,-14.076509427676932,13.68673076923119,2.1871446746526555,33.19150674169619,0.3360721214860751,0.0060179001826861,0.0261219644834886
44,2016-10-25,655.31,642.1000000000004,632.796,624.5406666666665,10.160055714800478,8.125432043895227,2.034623670905251,648.1519539793765,641.5144234514273,68.56274496985806,17.36999999999989,2.7228265981126487,0.0272282659811265,1.0272282659811265,102.72282659811265,27.20140101635422,205.9468881623341,-0.4375377976609838,-0.9452163753989636,-11.037247707284244,12.824586547518823,13.320000000000393,2.1218299987256906,37.125489939716125,0.3360721214860751,-0.0058903419755534,0.0258258587511291
45,2016-10-26,651.45,643.1030000000003,634.7645000000001,626.2896666666667,10.203718087853872,8.541089252686955,1.6626288351669167,649.0942528424117,643.0429736896692,64.53307827104517,10.030000000000086,1.5637180006859983,0.0156371800068599,1.01563718000686,101.563718000686,27.344404997327693,205.9468881623341,-0.4375377976609838,-0.9452163753989636,-3.9560429261512335,46.30316372691787,13.15480769230794,2.090129321882094,29.06615654209036,0.3360721214860751,0.0472330954025635,0.0256909000868576
46,2016-10-27,682.22,647.4280000000003,638.0150000000001,628.8316666666667,12.576231706766292,9.348117743502822,3.228113963263471,658.558752030294,649.0702085066432,76.42691962977533,43.25,6.768705886035331,0.0676870588603533,1.0676870588603533,106.76870588603532,27.397870461773216,205.9468881623341,-0.4375377976609838,-0.9452163753989636,16.625638888844485,56.29753701705433,14.252500000000282,2.2552494580439397,52.85383925955066,0.3360721214860751,0.0080032833983171,0.0286150694654736
47,2016-10-28,687.68,652.5670000000003,641.662,631.5653333333335,14.727275348857006,10.42394926457366,4.303326084283347,666.8791085930671,655.0101764286981,77.84659473630091,51.38999999999999,8.076505995693783,0.0807650599569378,1.0807650599569378,108.07650599569378,27.605940492434478,205.9468881623341,-0.4375377976609838,-0.9452163753989636,28.82379916994254,12.344922329014407,15.234423076923347,2.3997147690041336,55.69318947260184,0.3360721214860751,-0.0025738715681712,0.0281046641734826
48,2016-10-29,685.91,658.2330000000004,645.1750000000001,634.3006666666668,16.103537172730285,11.559866846204985,4.5436703265253,672.3165061379051,659.7639954396676,76.24356661379808,56.65999999999997,9.00437028208183,0.0900437028208183,1.0900437028208183,109.00437028208184,28.132562620455747,205.9468881623341,-0.4375377976609838,-0.9452163753989636,21.04103319177644,-8.217001279259673,16.297628205128376,2.555722825560331,52.48713322759616,0.3360721214860751,0.0176262191832748,0.0276435033527444
49,2016-10-30,698.0,665.2610000000003,649.1980000000001,637.2543333333335,17.962733334765176,12.840440143917023,5.122293190848152,679.6546472413607,665.6464576797188,79.36868297121808,70.27999999999997,11.196074682979674,0.1119607468297966,1.1119607468297967,111.19607468297968,27.84938500185537,205.9468881623341,-0.4375377976609838,-0.9452163753989636,18.541892727611035,-6.769589160143236,18.04089743589759,2.814094088040679,58.73736594243615,0.3360721214860751,0.0057306590257879,0.0275116429073853
50,2016-10-31,702.0,672.2690000000003,653.5595000000001,640.1603333333335,19.533753309752456,14.17910277708411,5.354650532668346,686.0390337438291,671.2393103443774,80.29239617109324,70.08000000000004,11.090011393847332,0.1109001139384733,1.110900113938473,111.09001139384732,27.06561850634722,205.9468881623341,-0.4375377976609838,-0.9452163753989636,11.783618908544126,12.225998176034553,20.45647435897456,3.172836737023277,60.58479234218647,0.3360721214860751,-0.0071082621082621,0.0270639950066278
51,2016-11-01,697.01,676.4220000000003,656.6595000000001,642.9613333333334,20.143939862124284,15.372070194092144,4.77186966803214,689.1735955313065,675.2040318298577,75.73682803062813,41.52999999999997,6.335814975285281,0.0633581497528528,1.0633581497528528,106.33581497528527,26.000213802415903,205.9468881623341,-0.4375377976609838,-0.9452163753989636,25.37492669609614,51.47741889970607,22.964102564102745,3.543819850812176,51.47365606125626,0.3360721214860751,0.0521082911292522,0.0268320245445611
52,2016-11-02,733.33,684.4300000000003,661.5280000000001,647.0106666666669,23.28976761840272,16.95560967895426,6.33415793944846,701.7897110937904,684.1464884714181,83.20575949266768,80.08000000000004,12.258706467661696,0.1225870646766169,1.122587064676617,112.2587064676617,25.304282823646425,205.9468881623341,-0.4375377976609838,-0.9452163753989636,46.365966870275976,18.04958304990791,26.948782051282137,4.130269003269441,66.41151898533533,0.3360721214860751,-0.0643093832244693,0.0302044235607217
53,2016-11-03,686.17,687.9080000000002,664.1355000000001,649.5623333333335,21.72698574519177,17.909884892201763,3.8171008529900057,697.3269364955646,684.4577979373538,58.1675080522759,34.77999999999997,5.33935123351601,0.0533935123351601,1.05339351233516,105.339351233516,25.62642302547365,205.9468881623341,-0.4375377976609838,-0.9452163753989636,36.999975799764286,-18.44277830033832,26.758974358974456,4.083982266218836,16.33501610455179,0.3360721214860751,-0.0036142646865935,0.0354380962250193
54,2016-11-04,683.69,690.7460000000003,666.4230000000001,652.1126666666668,20.05714825768814,18.33933756529904,1.7178106923891008,693.4306689254033,684.3396751777609,57.192844177781154,28.38000000000011,4.33077474782928,0.0433077474782928,1.0433077474782928,104.33077474782928,26.709512314060948,205.9468881623341,-0.4375377976609838,-0.9452163753989636,32.01508439908926,-10.542168912515582,26.67871794871826,4.055535741779116,14.385688355562309,0.3360721214860751,0.0308619403530839,0.0343316840594224
55,2016-11-05,704.79,696.0800000000003,669.5915000000001,655.2030000000001,20.203490416963746,18.71216813563198,1.4913222813317653,696.6761920895738,687.485878996567,62.890258440771376,53.33999999999992,8.187888556297484,0.0818788855629747,1.0818788855629748,108.18788855629748,26.971208865402968,205.9468881623341,-0.4375377976609838,-0.9452163753989636,29.43052148122248,-34.57883122115369,27.772948717948907,4.200446552788947,25.78051688154274,0.3360721214860751,0.010229997587934,0.0343024301688818
56,2016-11-06,712.0,699.0580000000002,673.2430000000002,658.3626666666668,20.66306344298357,19.102347197102297,1.5607162458812738,701.0544229211241,691.2572822278644,64.62294723629076,29.779999999999973,4.365160798569368,0.0436516079856937,1.0436516079856937,104.36516079856936,26.829405077016467,205.9468881623341,-0.4375377976609838,-0.9452163753989636,15.629232373824811,-18.75145270694028,28.75750000000028,4.32489134194581,29.24589447258151,0.3360721214860751,-0.0028651685393257,0.033244384684763
57,2016-11-07,709.96,701.2860000000003,676.9265000000001,661.5366666666667,20.624916230401027,19.40686100376204,1.2180552266389846,703.5988735150887,694.1346234235775,63.71645553657239,22.280000000000086,3.239879013494651,0.0323987901349466,1.0323987901349465,103.23987901349466,26.858932463588157,205.9468881623341,-0.4375377976609838,-0.9452163753989636,27.12629789913086,-14.986753534621254,30.750641025641244,4.6046805309104535,27.432911073144798,0.3360721214860751,-0.0013944447574511,0.0322575071396356
