,Date,Value
281,2017-06-19,2617.210263
282,2017-06-20,2600.0
283,2017-06-21,2671.04325
284,2017-06-22,2727.288013
285,2017-06-23,2713.48
286,2017-06-24,2589.164888
287,2017-06-25,2512.366286
288,2017-06-26,2502.03
289,2017-06-27,2517.903114
290,2017-06-28,2585.349186
291,2017-06-29,2558.3
292,2017-06-30,2477.641375
293,2017-07-01,2501.191343
294,2017-07-02,2421.26
295,2017-07-03,2561.225429
296,2017-07-04,2599.729838
297,2017-07-05,2598.89
298,2017-07-06,2609.96775
299,2017-07-07,2491.201214
300,2017-07-08,2502.86
301,2017-07-09,2536.238938
302,2017-07-10,2366.170143
303,2017-07-11,2327.09
304,2017-07-12,2385.748571
305,2017-07-13,2354.783417
306,2017-07-14,2338.49
307,2017-07-15,2058.9956
308,2017-07-16,1931.2143
309,2017-07-17,1910.96
310,2017-07-18,2320.12225
311,2017-07-19,2264.7657
312,2017-07-20,2265.21
313,2017-07-21,2682.195363
314,2017-07-22,2807.609857
315,2017-07-23,2825.51
316,2017-07-24,2751.821029
317,2017-07-25,2560.997917
318,2017-07-26,2564.3
319,2017-07-27,2647.625
320,2017-07-28,2781.636583
321,2017-07-29,2784.8
322,2017-07-30,2745.955417
323,2017-07-31,2866.431667
324,2017-08-01,2862.9
325,2017-08-02,2693.633983
326,2017-08-03,2794.117717
327,2017-08-04,2790.0
328,2017-08-05,3218.115017
329,2017-08-06,3252.562533
330,2017-08-07,3210.2
331,2017-08-08,3457.374333
332,2017-08-09,3357.326317
333,2017-08-10,3340.28
334,2017-08-11,3632.506667
335,2017-08-12,3852.802914
336,2017-08-13,3868.52
337,2017-08-14,4282.992
338,2017-08-15,4217.028329
339,2017-08-16,4179.97
340,2017-08-17,4328.725717
341,2017-08-18,4130.440067
342,2017-08-19,4104.71
343,2017-08-20,4157.958033
344,2017-08-21,4043.722
345,2017-08-22,3986.28
346,2017-08-23,4174.95
347,2017-08-24,4340.316717
348,2017-08-25,4331.77
349,2017-08-26,4360.513317
350,2017-08-27,4354.308333
351,2017-08-28,4339.05
352,2017-08-29,4607.98545
353,2017-08-30,4594.98785
354,2017-08-31,4582.52
355,2017-09-01,4911.740017
356,2017-09-02,4580.38748
357,2017-09-03,4585.57
358,2017-09-04,4344.098317
359,2017-09-05,4488.72014
360,2017-09-06,4385.02
361,2017-09-07,4654.6585
362,2017-09-08,4310.750183
363,2017-09-09,4312.26
364,2017-09-10,4329.955
365,2017-09-11,4248.090017
366,2017-09-12,4198.59
367,2017-09-13,3961.271267
368,2017-09-14,3319.63
369,2017-09-15,3216.43
370,2017-09-16,3763.62604
371,2017-09-17,3746.060783
372,2017-09-18,3678.53
373,2017-09-19,3943.413333
374,2017-09-20,3977.561667
375,2017-09-21,3894.48
376,2017-09-22,3637.50255
377,2017-09-23,3776.3869
378,2017-09-24,3777.62
379,2017-09-25,3942.555
380,2017-09-26,3910.307383
381,2017-09-27,3881.0
382,2017-09-28,4201.98905
383,2017-09-29,4193.574667
384,2017-09-30,4164.27
385,2017-10-01,4360.722967
386,2017-10-02,4386.88375
387,2017-10-03,4394.07
388,2017-10-04,4225.175
389,2017-10-05,4338.852
390,2017-10-06,4318.58
391,2017-10-07,4376.191667
392,2017-10-08,4602.280883
393,2017-10-09,4605.66
394,2017-10-10,4782.28
395,2017-10-11,4819.485767
396,2017-10-12,4822.17
397,2017-10-13,5563.806567
398,2017-10-14,5739.438733
399,2017-10-15,5825.99
400,2017-10-16,5711.205867
401,2017-10-17,5603.71294
402,2017-10-18,5594.66
403,2017-10-19,5727.6335
404,2017-10-20,5979.45984
405,2017-10-21,5986.44
406,2017-10-22,5983.18455
407,2017-10-23,5876.079867
408,2017-10-24,5900.59
409,2017-10-25,5669.622533
410,2017-10-26,5893.138417
411,2017-10-27,5889.82
412,2017-10-28,5776.69695
413,2017-10-29,6155.43402
414,2017-10-30,6136.49
415,2017-10-31,6388.645167
416,2017-11-01,6665.306683
417,2017-11-02,6751.98
418,2017-11-03,7197.72006
419,2017-11-04,7437.543317
420,2017-11-05,7365.99
421,2017-11-06,6989.071667
422,2017-11-07,7092.127233
423,2017-11-08,7128.64
424,2017-11-09,7158.03706
425,2017-11-10,6719.39785
426,2017-11-11,6569.22
427,2017-11-12,5716.301583
428,2017-11-13,6550.227533
429,2017-11-14,6493.63
430,2017-11-15,7301.42992
431,2017-11-16,7815.0307
432,2017-11-17,7868.77
433,2017-11-18,7817.140383
434,2017-11-19,8007.654067
435,2017-11-20,8049.72
436,2017-11-21,8059.8
437,2017-11-22,8268.035
438,2017-11-23,8236.72
439,2017-11-24,8250.978333
440,2017-11-25,8707.407267
441,2017-11-26,8768.8
442,2017-11-27,9718.29505
443,2017-11-28,9952.50882
444,2017-11-29,9919.0
445,2017-11-30,10147.372
446,2017-12-01,10883.912
447,2017-12-02,10879.88
448,2017-12-03,11332.622
449,2017-12-04,11584.83
450,2017-12-05,11591.22
451,2017-12-06,13540.98
452,2017-12-07,16501.97167
453,2017-12-08,16860.88
454,2017-12-09,15142.83415
455,2017-12-10,14869.805
456,2017-12-11,15068.95
457,2017-12-12,17276.39333
458,2017-12-13,16808.36667
459,2017-12-14,16252.31
460,2017-12-15,17771.9
461,2017-12-16,19498.68333
462,2017-12-17,19279.9
463,2017-12-18,18961.85667
464,2017-12-19,17737.11167
465,2017-12-20,17382.94
466,2017-12-21,16047.51
467,2017-12-22,15190.945
468,2017-12-23,13776.61
469,2017-12-24,13949.175
470,2017-12-25,14119.02833
471,2017-12-26,13740.94
472,2017-12-27,15589.32167
473,2017-12-28,14380.58167
474,2017-12-29,14214.01
475,2017-12-30,13215.574
476,2017-12-31,14165.575
477,2018-01-01,13796.0
478,2018-01-02,15005.85667
479,2018-01-03,15053.26167
480,2018-01-04,15039.24
481,2018-01-05,17174.12
482,2018-01-06,17319.198
483,2018-01-07,17155.95
484,2018-01-08,15265.90667
485,2018-01-09,14714.25333
486,2018-01-10,14437.42
487,2018-01-11,13296.794
488,2018-01-12,13912.882
489,2018-01-13,13791.19
490,2018-01-14,13852.92
491,2018-01-15,14012.196
492,2018-01-16,13554.14
493,2018-01-17,11116.94667
494,2018-01-18,11345.42333
495,2018-01-19,11174.82
496,2018-01-20,12950.79333
497,2018-01-21,11505.228
498,2018-01-22,11513.42
499,2018-01-23,11223.064
500,2018-01-24,11282.25833
501,2018-01-25,11392.03
502,2018-01-26,10969.815
503,2018-01-27,11524.77667
504,2018-01-28,11431.37
505,2018-01-29,11212.655
506,2018-01-30,10184.06167
507,2018-01-31,10082.52
508,2018-02-01,9083.258333
509,2018-02-02,8901.901667
510,2018-02-03,8852.73
511,2018-02-04,8400.648333
512,2018-02-05,6838.816667
513,2018-02-06,6925.46
514,2018-02-07,8099.958333
515,2018-02-08,8240.536667
516,2018-02-09,8245.08
517,2018-02-10,8319.876566
518,2018-02-11,8343.455
519,2018-02-12,8068.02
520,2018-02-13,8597.7675
521,2018-02-14,9334.633333
522,2018-02-15,9471.64
523,2018-02-16,10127.16167
524,2018-02-17,10841.99167
525,2018-02-18,11085.83
526,2018-02-19,11110.965
527,2018-02-20,11390.39167
528,2018-02-21,11245.98
529,2018-02-22,9931.071667
530,2018-02-23,10162.11667
531,2018-02-24,10171.3
532,2018-02-25,9696.593333
533,2018-02-26,10348.60333
534,2018-02-27,10319.46
535,2018-02-28,10370.165
536,2018-03-01,11009.38167
537,2018-03-02,10931.12
538,2018-03-03,11326.94833
539,2018-03-04,11430.18167
540,2018-03-05,11516.83
541,2018-03-06,10763.19833
542,2018-03-07,10118.058
543,2018-03-08,9920.46
544,2018-03-09,9089.278333
545,2018-03-10,8746.002
546,2018-03-11,8777.37
547,2018-03-12,9182.843333
548,2018-03-13,9154.7
549,2018-03-14,9153.54
550,2018-03-15,8358.121667
551,2018-03-16,8530.402
552,2018-03-17,8297.89
553,2018-03-18,8171.415
554,2018-03-19,8412.033333
555,2018-03-20,8605.64
556,2018-03-21,8947.753333
557,2018-03-22,8690.408333
558,2018-03-23,8725.37
559,2018-03-24,8662.378333
560,2018-03-25,8617.296667
561,2018-03-26,8457.96
562,2018-03-27,7876.195
563,2018-03-28,7960.38
564,2018-03-29,7950.61
565,2018-03-30,6882.531667
566,2018-03-31,6935.48
567,2018-04-01,6937.56
568,2018-04-02,7035.848333
569,2018-04-03,7410.435
570,2018-04-04,7426.48
571,2018-04-05,6826.51
572,2018-04-06,6603.876667
573,2018-04-07,6634.68
574,2018-04-08,7017.656667
575,2018-04-09,6699.273333
576,2018-04-10,6784.41
577,2018-04-11,6926.266667
578,2018-04-12,7847.845
579,2018-04-13,7941.46
580,2018-04-14,8036.511051
581,2018-04-15,8340.748333
582,2018-04-16,8368.1
583,2018-04-17,7895.416926
584,2018-04-18,8164.937426
585,2018-04-19,8175.96
586,2018-04-20,8852.718333
587,2018-04-21,8807.205
588,2018-04-22,8930.6
589,2018-04-23,8933.861667
590,2018-04-24,9555.542
591,2018-04-25,9658.11
592,2018-04-26,9258.398333
593,2018-04-27,9010.32
594,2018-04-28,8928.55
595,2018-04-29,9334.281667
596,2018-04-30,9259.57
597,2018-05-01,9239.55
598,2018-05-02,9221.426
599,2018-05-03,9639.268333
600,2018-05-04,9753.35
601,2018-05-05,9803.306667
602,2018-05-06,9630.136277
603,2018-05-07,9631.44
604,2018-05-08,9228.608333
605,2018-05-09,9322.041667
606,2018-05-10,9310.37
607,2018-05-11,8468.788
608,2018-05-12,8484.346667
609,2018-05-13,8463.52
610,2018-05-14,8652.038333
611,2018-05-15,8511.458
612,2018-05-16,8471.06
613,2018-05-17,8106.118333
614,2018-05-18,8240.055
615,2018-05-19,8239.08
616,2018-05-20,8507.406667
617,2018-05-21,8385.556187
618,2018-05-22,8396.63
619,2018-05-23,7555.74
620,2018-05-24,7566.193333
621,2018-05-25,7576.78
622,2018-05-26,7342.908333
623,2018-05-27,7361.831667
624,2018-05-28,7344.56
625,2018-05-29,7459.876667
626,2018-05-30,7385.395
627,2018-05-31,7386.72
628,2018-06-01,7535.146667
629,2018-06-02,7645.146667
630,2018-06-03,7637.14
631,2018-06-04,7500.273333
632,2018-06-05,7615.722142
633,2018-06-06,7619.43
634,2018-06-07,7676.271667
635,2018-06-08,7620.153333
636,2018-06-09,7615.54
637,2018-06-10,6776.888333
638,2018-06-11,6875.678333
639,2018-06-12,6879.31
640,2018-06-13,6315.7
641,2018-06-14,6647.013333
642,2018-06-15,6637.41
643,2018-06-16,6509.426667
644,2018-06-17,6464.411667
645,2018-06-18,6445.79
646,2018-06-19,6737.0
647,2018-06-20,6714.718333
648,2018-06-21,6760.83
649,2018-06-22,6332.573333
650,2018-06-23,6141.605833
651,2018-06-24,6170.46
652,2018-06-25,6211.4475
653,2018-06-26,6218.595
654,2018-06-27,6097.46
655,2018-06-28,6107.896154
656,2018-06-29,5908.7025
657,2018-06-30,6223.28
658,2018-07-01,6374.754167
659,2018-07-02,6466.069167
660,2018-07-03,6626.44
661,2018-07-04,6593.289167
662,2018-07-05,6603.376667
663,2018-07-06,6555.51
664,2018-07-07,6594.281667
665,2018-07-08,6753.559167
666,2018-07-09,6724.04
667,2018-07-10,6510.791667
668,2018-07-11,6377.363333
669,2018-07-12,6403.18
670,2018-07-13,6244.3575
671,2018-07-14,6241.0
672,2018-07-15,6248.84
673,2018-07-16,6514.390833
674,2018-07-17,6869.910833
675,2018-07-18,7321.62
676,2018-07-19,7396.401667
677,2018-07-20,7428.045
678,2018-07-21,7334.99
679,2018-07-22,7451.289167
680,2018-07-23,7689.884167
681,2018-07-24,7715.1
682,2018-07-25,8251.165
683,2018-07-26,8187.324167
684,2018-07-27,7939.81
685,2018-07-28,8182.251667
686,2018-07-29,8206.341667
687,2018-07-30,8220.91
688,2018-07-31,7916.800833
689,2018-08-01,7570.869167
690,2018-08-02,7607.7
691,2018-08-03,7394.499167
692,2018-08-04,7247.769167
693,2018-08-05,7011.28
694,2018-08-06,6988.079167
695,2018-08-07,6993.513333
696,2018-08-08,6718.23
697,2018-08-09,6396.7725
698,2018-08-10,6396.494667
699,2018-08-11,6138.96
700,2018-08-12,6311.131667
701,2018-08-13,6347.07
702,2018-08-14,6252.13
703,2018-08-15,6362.676923
704,2018-08-16,6342.629231
705,2018-08-17,6312.75
706,2018-08-18,6436.720833
707,2018-08-19,6404.063333
708,2018-08-20,6486.58
709,2018-08-21,6401.246154
710,2018-08-22,6575.229167
711,2018-08-23,6354.57
712,2018-08-24,6543.645714
713,2018-08-25,6719.429231
714,2018-08-26,6738.27
715,2018-08-27,6719.266154
716,2018-08-28,7000.04
717,2018-08-29,7078.19
718,2018-08-30,6932.6625
719,2018-08-31,6981.946154
720,2018-09-01,7018.78
721,2018-09-02,7247.935385
722,2018-09-03,7260.949231
723,2018-09-04,7265.08
724,2018-09-05,7113.069231
725,2018-09-06,6433.271667
726,2018-09-07,6501.19
727,2018-09-08,6366.1075
728,2018-09-09,6286.425833
729,2018-09-10,6240.98
730,2018-09-11,6296.320833
731,2018-09-12,6273.1375
732,2018-09-13,6326.04
733,2018-09-14,6499.0625
734,2018-09-15,6518.655
735,2018-09-16,6522.39
736,2018-09-17,6400.600833
737,2018-09-18,6296.631667
738,2018-09-19,6342.39
739,2018-09-20,6418.562667
740,2018-09-21,6669.990833
741,2018-09-22,6756.12
742,2018-09-23,6710.445
743,2018-09-24,6639.304167
744,2018-09-25,6583.45
745,2018-09-26,6468.631667
746,2018-09-27,6535.476667
747,2018-09-28,6686.08
748,2018-09-29,6550.474167
749,2018-09-30,6593.135
750,2018-10-01,6611.02
751,2018-10-02,6562.641667
752,2018-10-03,6470.4025
753,2018-10-04,6483.73
754,2018-10-05,6568.549167
755,2018-10-06,6581.486667
756,2018-10-07,6573.62
757,2018-10-08,6618.567692
758,2018-10-09,6621.711667
759,2018-10-10,6626.85
760,2018-10-11,6248.635833
761,2018-10-12,6260.530833
762,2018-10-13,6247.0
763,2018-10-14,6299.399167
764,2018-10-15,6452.571667
765,2018-10-16,6599.17
766,2018-10-17,6596.276154
767,2018-10-18,6568.040769
768,2018-10-19,6509.61
769,2018-10-20,6488.825833
770,2018-10-21,6531.601667
771,2018-10-22,6504.78
772,2018-10-23,6481.426
773,2018-10-24,6508.31
774,2018-10-25,6489.77
775,2018-10-26,6473.753333
776,2018-10-27,6465.9175
777,2018-10-28,6457.21
778,2018-10-29,6382.668333
779,2018-10-30,6309.452857
780,2018-10-31,6301.61
781,2018-11-01,6342.280833
782,2018-11-02,6387.674167
783,2018-11-03,6390.42
784,2018-11-04,6391.873333
785,2018-11-05,6436.965
786,2018-11-06,6437.76
787,2018-11-07,6538.79
788,2018-11-08,6486.251667
789,2018-11-09,6444.97
790,2018-11-10,6399.033333
791,2018-11-11,6378.268333
792,2018-11-12,6408.53
793,2018-11-13,6372.063333
794,2018-11-14,6176.155
795,2018-11-15,5756.77
796,2018-11-16,5596.1925
797,2018-11-17,5558.243333
798,2018-11-18,5572.44
799,2018-11-19,5303.9425
800,2018-11-20,4671.97
801,2018-11-21,4491.98
802,2018-11-22,4548.7975
803,2018-11-23,4309.3375
804,2018-11-24,4352.98
805,2018-11-25,3823.511667
806,2018-11-26,3920.536667
807,2018-11-27,3793.35
808,2018-11-28,4103.453846
809,2018-11-29,4263.783333
810,2018-11-30,4278.77
811,2018-12-01,4116.7775
812,2018-12-02,4167.546667
813,2018-12-03,4140.6
814,2018-12-04,3961.493333
815,2018-12-05,3858.349167
816,2018-12-06,3744.98
817,2018-12-07,3405.643333
818,2018-12-08,3435.34
819,2018-12-09,3453.66
820,2018-12-10,3523.96
821,2018-12-11,3426.19
822,2018-12-12,3407.28
823,2018-12-13,3406.7625
824,2018-12-14,3278.374167
825,2018-12-15,3242.42
826,2018-12-16,3271.238333
827,2018-12-17,3392.405
828,2018-12-18,3556.54
829,2018-12-19,3808.0425
830,2018-12-20,3982.850833
831,2018-12-21,4135.19
832,2018-12-22,3910.973333
833,2018-12-23,4027.478333
834,2018-12-24,3995.17
835,2018-12-25,3813.88
836,2018-12-26,3825.379167
837,2018-12-27,3848.21
838,2018-12-28,3743.905
839,2018-12-29,3912.285833
840,2018-12-30,3770.36
841,2018-12-31,3791.545833
842,2019-01-01,3752.271667
843,2019-01-02,3855.88
844,2019-01-03,3865.7975
845,2019-01-04,3822.626667
846,2019-01-05,3856.62
847,2019-01-06,3920.456667
848,2019-01-07,4036.093333
849,2019-01-08,4032.25
850,2019-01-09,4034.138333
851,2019-01-10,3812.585833
852,2019-01-11,3646.25
853,2019-01-12,3646.345833
854,2019-01-13,3599.841667
855,2019-01-14,3531.96
856,2019-01-15,3656.785
857,2019-01-16,3621.270833
858,2019-01-17,3621.43
859,2019-01-18,3632.395
860,2019-01-19,3690.523333
861,2019-01-20,3703.98
862,2019-01-21,3548.4275
863,2019-01-22,3540.02
864,2019-01-23,3587.35
865,2019-01-24,3566.4
866,2019-01-25,3586.25
867,2019-01-26,3577.79
868,2019-01-27,3576.3
869,2019-01-28,3554.5
870,2019-01-29,3448.58
871,2019-01-30,3421.6
872,2019-01-31,3470.0
873,2019-02-01,3444.81
874,2019-02-02,3475.33
875,2019-02-03,3506.22
876,2019-02-04,3456.02
877,2019-02-05,3452.35
878,2019-02-06,3467.34
879,2019-02-07,3405.7
880,2019-02-08,3394.76
881,2019-02-09,3661.08
882,2019-02-10,3664.38
883,2019-02-11,3686.29
884,2019-02-12,3629.47
885,2019-02-13,3632.42
886,2019-02-14,3614.5
887,2019-02-15,3600.31
888,2019-02-16,3608.2
889,2019-02-17,3619.55
890,2019-02-18,3670.74
891,2019-02-19,3910.8
892,2019-02-20,3926.53
893,2019-02-21,3987.18
894,2019-02-22,3944.88
895,2019-02-23,3983.48
896,2019-02-24,4139.6
897,2019-02-25,3766.89
898,2019-02-26,3848.33
899,2019-02-27,3831.45
900,2019-02-28,3833.23
901,2019-03-01,3850.08
902,2019-03-02,3834.62
903,2019-03-03,3831.44
904,2019-03-04,3814.58
905,2019-03-05,3730.98
906,2019-03-06,3872.25
907,2019-03-07,3876.85
908,2019-03-08,3886.82
909,2019-03-09,3875.96
910,2019-03-10,3950.56
911,2019-03-11,3928.17
912,2019-03-12,3881.09
913,2019-03-13,3892.51
914,2019-03-14,3877.77
915,2019-03-15,3885.21
916,2019-03-16,3936.5
917,2019-03-17,4015.95
918,2019-03-18,3994.92
919,2019-03-19,3998.77
920,2019-03-20,4029.11
921,2019-03-21,4056.4
922,2019-03-22,3992.34
923,2019-03-23,3999.06
924,2019-03-24,4011.92
925,2019-03-25,3994.11
926,2019-03-26,3935.89
927,2019-03-27,3947.74
928,2019-03-28,4048.51
929,2019-03-29,4037.37
930,2019-03-30,4115.55
931,2019-03-31,4114.44
932,2019-04-01,4114.16
933,2019-04-02,4152.53
934,2019-04-03,4882.88
935,2019-04-04,4959.81
936,2019-04-05,4911.24
937,2019-04-06,5028.77
938,2019-04-07,5053.52
939,2019-04-08,5189.39
940,2019-04-09,5268.71
941,2019-04-10,5175.81
942,2019-04-11,5310.18
943,2019-04-12,5035.02
944,2019-04-13,5072.85
945,2019-04-14,5064.62
946,2019-04-15,5152.51
947,2019-04-16,5036.18
948,2019-04-17,5196.65
949,2019-04-18,5220.37
950,2019-04-19,5276.31
951,2019-04-20,5277.04
952,2019-04-21,5309.28
953,2019-04-22,5281.83
954,2019-04-23,5377.19
955,2019-04-24,5518.16
956,2019-04-25,5434.19
957,2019-04-26,5195.61
958,2019-04-27,5292.83
959,2019-04-28,5280.19
960,2019-04-29,5301.29
961,2019-04-30,5260.65
962,2019-05-01,5269.79
963,2019-05-02,5326.67
964,2019-05-03,5390.16
965,2019-05-04,5657.14
966,2019-05-05,5771.08
967,2019-05-06,5717.66
968,2019-05-07,5684.47
969,2019-05-08,5755.72
970,2019-05-09,5936.72
971,2019-05-10,6146.91
972,2019-05-11,6348.02
973,2019-05-12,7248.31
974,2019-05-13,6978.63
975,2019-05-14,7823.11
976,2019-05-15,7992.69
977,2019-05-16,8206.9
978,2019-05-17,7885.96
979,2019-05-18,7362.22
