,Date,USD (PM)
633,2019-03-13,1306.95
634,2019-03-14,1295.55
635,2019-03-15,1303.5
636,2019-03-18,1305.6
637,2019-03-19,1307.7
638,2019-03-20,1303.7
639,2019-03-21,1309.6
640,2019-03-22,1311.3
641,2019-03-25,1319.55
642,2019-03-26,1316.3
643,2019-03-27,1309.7
644,2019-03-28,1295.15
645,2019-03-29,1295.4
646,2019-04-01,1293.5
647,2019-04-02,1290.3
648,2019-04-03,1290.45
649,2019-04-04,1283.15
650,2019-04-05,1288.45
651,2019-04-08,1300.0
652,2019-04-09,1303.0
653,2019-04-10,1305.45
654,2019-04-11,1298.8
655,2019-04-12,1294.3
656,2019-04-15,1285.65
657,2019-04-16,1276.35
658,2019-04-17,1275.85
659,2019-04-18,1275.7
660,2019-04-23,1269.5
661,2019-04-24,1271.65
662,2019-04-25,1280.8
663,2019-04-26,1284.2
664,2019-04-29,1279.5
665,2019-04-30,1282.3
666,2019-05-01,1283.8
667,2019-05-02,1270.95
668,2019-05-03,1278.55
669,2019-05-07,1281.2
670,2019-05-08,1285.2
671,2019-05-09,1286.1
672,2019-05-10,1287.1
673,2019-05-13,1295.6
674,2019-05-14,1298.4
675,2019-05-15,1299.1
676,2019-05-16,1291.7
677,2019-05-17,1280.8
678,2019-05-20,1276.85
679,2019-05-21,1271.15
680,2019-05-22,1273.8
681,2019-05-23,1283.65
682,2019-05-24,1282.5
683,2019-05-28,1278.3
684,2019-05-29,1281.65
685,2019-05-30,1280.95
686,2019-05-31,1295.55
687,2019-06-03,1317.1
688,2019-06-04,1324.25
689,2019-06-05,1335.05
690,2019-06-06,1335.5
691,2019-06-07,1340.65
692,2019-06-10,1328.6
693,2019-06-11,1324.3
694,2019-06-12,1332.35
695,2019-06-13,1335.9
696,2019-06-14,1351.25
697,2019-06-17,1341.3
698,2019-06-18,1341.35
699,2019-06-19,1344.05
700,2019-06-20,1379.5
701,2019-06-21,1397.15
702,2019-06-24,1405.7
703,2019-06-25,1431.4
704,2019-06-26,1403.95
705,2019-06-27,1402.5
706,2019-06-28,1409.0
707,2019-07-01,1390.1
708,2019-07-02,1391.05
709,2019-07-03,1413.5
710,2019-07-04,1414.9
711,2019-07-05,1388.65
712,2019-07-08,1400.1
713,2019-07-09,1391.55
714,2019-07-10,1408.3
715,2019-07-11,1413.75
716,2019-07-12,1407.6
717,2019-07-15,1412.4
718,2019-07-16,1409.85
719,2019-07-17,1410.35
720,2019-07-18,1417.45
721,2019-07-19,1439.7
722,2019-07-22,1427.75
723,2019-07-23,1425.55
724,2019-07-24,1426.95
725,2019-07-25,1416.1
726,2019-07-26,1420.4
727,2019-07-29,1419.05
728,2019-07-30,1425.9
729,2019-07-31,1427.55
730,2019-08-01,1406.8
731,2019-08-02,1441.75
732,2019-08-05,1465.25
733,2019-08-06,1465.25
734,2019-08-07,1506.05
735,2019-08-08,1495.75
736,2019-08-09,1497.7
737,2019-08-12,1504.7
738,2019-08-13,1498.4
739,2019-08-14,1513.25
740,2019-08-15,1515.65
741,2019-08-16,1515.25
742,2019-08-19,1496.6
743,2019-08-20,1504.55
744,2019-08-21,1503.25
745,2019-08-22,1502.05
746,2019-08-23,1503.8
747,2019-08-27,1532.95
748,2019-08-28,1537.15
749,2019-08-29,1540.2
750,2019-08-30,1528.4
751,2019-09-02,1525.95
752,2019-09-03,1537.85
753,2019-09-04,1546.1
754,2019-09-05,1529.1
755,2019-09-06,1523.7
756,2019-09-09,1509.2
757,2019-09-10,1498.25
758,2019-09-11,1490.65
759,2019-09-12,1515.2
760,2019-09-13,1503.1
761,2019-09-16,1497.2
762,2019-09-17,1502.1
763,2019-09-18,1503.5
764,2019-09-19,1500.7
765,2019-09-20,1501.9
766,2019-09-23,1522.1
767,2019-09-24,1520.65
768,2019-09-25,1528.75
769,2019-09-26,1506.4
770,2019-09-27,1489.9
771,2019-09-30,1485.3
772,2019-10-01,1473.45
773,2019-10-02,1492.6
774,2019-10-03,1517.1
775,2019-10-04,1499.15
776,2019-10-07,1501.25
777,2019-10-08,1505.85
778,2019-10-09,1507.25
779,2019-10-10,1494.8
780,2019-10-11,1479.15
781,2019-10-14,1490.6
782,2019-10-15,1487.8
783,2019-10-16,1485.1
784,2019-10-17,1492.65
785,2019-10-18,1490.0
786,2019-10-21,1491.65
787,2019-10-22,1485.35
788,2019-10-23,1494.45
789,2019-10-24,1496.55
790,2019-10-25,1513.45
791,2019-10-28,1492.4
792,2019-10-29,1486.75
793,2019-10-30,1492.1
794,2019-10-31,1510.95
795,2019-11-01,1508.8
796,2019-11-04,1509.45
797,2019-11-05,1488.95
798,2019-11-06,1486.05
799,2019-11-07,1484.25
800,2019-11-08,1464.15
801,2019-11-11,1458.7
802,2019-11-12,1452.05
803,2019-11-13,1462.9
804,2019-11-14,1466.65
805,2019-11-15,1466.9
806,2019-11-18,1467.65
807,2019-11-19,1468.45
808,2019-11-20,1471.7
809,2019-11-21,1467.05
810,2019-11-22,1464.45
811,2019-11-25,1458.4
812,2019-11-26,1454.65
813,2019-11-27,1454.35
814,2019-11-28,1454.65
815,2019-11-29,1460.15
816,2019-12-02,1461.15
817,2019-12-03,1477.3
818,2019-12-04,1475.1
819,2019-12-05,1475.95
820,2019-12-06,1459.65
821,2019-12-09,1461.7
822,2019-12-10,1464.95
823,2019-12-11,1466.8
824,2019-12-12,1467.8
825,2019-12-13,1466.6
826,2019-12-16,1477.9
827,2019-12-17,1475.8
828,2019-12-18,1474.05
829,2019-12-19,1476.7
830,2019-12-20,1479.0
831,2019-12-23,1482.1
832,2019-12-24,1482.1
833,2019-12-27,1511.5
834,2019-12-30,1514.75
835,2019-12-31,1514.75
836,2020-01-02,1527.1
837,2020-01-03,1548.75
838,2020-01-06,1573.1
839,2020-01-07,1567.85
840,2020-01-08,1571.95
841,2020-01-09,1550.75
842,2020-01-10,1553.6
843,2020-01-13,1549.9
844,2020-01-14,1545.1
845,2020-01-15,1549.0
846,2020-01-16,1554.55
847,2020-01-17,1557.6
848,2020-01-20,1560.15
849,2020-01-21,1551.3
850,2020-01-22,1556.9
851,2020-01-23,1562.9
852,2020-01-24,1564.3
853,2020-01-27,1580.1
854,2020-01-28,1574.0
855,2020-01-29,1573.45
856,2020-01-30,1578.25
857,2020-01-31,1584.2
858,2020-02-03,1574.75
859,2020-02-04,1558.35
860,2020-02-05,1553.3
861,2020-02-06,1563.3
862,2020-02-07,1572.65
863,2020-02-10,1573.2
864,2020-02-11,1570.5
865,2020-02-12,1563.7
866,2020-02-13,1575.05
867,2020-02-14,1581.4
868,2020-02-17,1580.8
869,2020-02-18,1589.85
870,2020-02-19,1604.2
871,2020-02-20,1619.0
872,2020-02-21,1643.3
873,2020-02-24,1671.65
874,2020-02-25,1650.3
875,2020-02-26,1634.9
876,2020-02-27,1652.0
877,2020-02-28,1609.85
878,2020-03-02,1599.65
879,2020-03-03,1615.5
880,2020-03-04,1641.85
881,2020-03-05,1659.6
882,2020-03-06,1683.65
883,2020-03-09,1672.5
884,2020-03-10,1655.7
885,2020-03-11,1653.75
886,2020-03-12,1570.7
887,2020-03-13,1562.8
888,2020-03-16,1487.7
889,2020-03-17,1536.2
890,2020-03-18,1498.2
891,2020-03-19,1474.25
892,2020-03-20,1494.4
893,2020-03-23,1525.4
894,2020-03-24,1605.75
895,2020-03-25,1605.45
896,2020-03-26,1634.8
897,2020-03-27,1617.3
898,2020-03-30,1618.3
899,2020-03-31,1608.95
900,2020-04-01,1576.55
901,2020-04-02,1616.8
902,2020-04-03,1613.1
903,2020-04-06,1648.3
904,2020-04-07,1649.25
905,2020-04-08,1647.8
906,2020-04-09,1680.65
907,2020-04-14,1741.9
908,2020-04-15,1718.65
909,2020-04-16,1729.5
910,2020-04-17,1692.55
911,2020-04-20,1686.2
912,2020-04-21,1682.05
913,2020-04-22,1710.55
914,2020-04-23,1736.25
915,2020-04-24,1715.9
916,2020-04-27,1714.95
917,2020-04-28,1691.55
918,2020-04-29,1703.35
919,2020-04-30,1702.75
920,2020-05-01,1686.25
921,2020-05-04,1709.1
922,2020-05-05,1699.55
923,2020-05-06,1691.5
924,2020-05-07,1704.05
925,2020-05-11,1702.75
926,2020-05-12,1702.4
927,2020-05-13,1708.4
928,2020-05-14,1731.6
929,2020-05-15,1735.35
930,2020-05-18,1734.7
931,2020-05-19,1737.95
932,2020-05-20,1748.3
933,2020-05-21,1724.9
934,2020-05-22,1733.55
935,2020-05-26,1720.25
936,2020-05-27,1694.6
937,2020-05-28,1717.35
938,2020-05-29,1728.7
939,2020-06-01,1730.6
940,2020-06-02,1742.15
941,2020-06-03,1705.35
942,2020-06-04,1700.05
943,2020-06-05,1683.45
944,2020-06-08,1690.35
945,2020-06-09,1713.5
946,2020-06-10,1722.05
947,2020-06-11,1738.25
948,2020-06-12,1733.5
949,2020-06-15,1710.45
950,2020-06-16,1719.85
951,2020-06-17,1724.35
952,2020-06-18,1719.5
953,2020-06-19,1734.75
954,2020-06-22,1761.85
955,2020-06-23,1768.9
956,2020-06-24,1766.05
957,2020-06-25,1756.55
958,2020-06-26,1747.6
959,2020-06-29,1771.6
960,2020-06-30,1768.1
961,2020-07-01,1771.05
962,2020-07-02,1777.45
963,2020-07-03,1772.9
964,2020-07-06,1787.9
965,2020-07-07,1789.55
966,2020-07-08,1811.1
967,2020-07-09,1812.1
968,2020-07-10,1803.1
969,2020-07-13,1807.5
970,2020-07-14,1801.9
971,2020-07-15,1804.6
972,2020-07-16,1807.7
973,2020-07-17,1807.35
974,2020-07-20,1815.65
975,2020-07-21,1842.55
976,2020-07-22,1852.4
977,2020-07-23,1878.3
978,2020-07-24,1902.1
979,2020-07-27,1936.65
980,2020-07-28,1940.9
981,2020-07-29,1950.9
982,2020-07-30,1957.65
983,2020-07-31,1964.9
984,2020-08-03,1958.55
985,2020-08-04,1977.9
986,2020-08-05,2048.15
987,2020-08-06,2067.15
988,2020-08-07,2031.15
989,2020-08-10,2044.5
990,2020-08-11,1939.65
991,2020-08-12,1931.9
992,2020-08-13,1944.25
993,2020-08-14,1944.75
994,2020-08-17,1972.85
995,2020-08-18,2008.75
996,2020-08-19,1981.0
997,2020-08-20,1927.15
