"","V1"
"189",0.0637745874262185
"190",0.0603856295912732
"191",0.0623074658873505
"192",0.0621297709875238
"193",0.058815657752482
"194",0.0596198949795525
"195",0.0637517115440784
"196",0.0606021902755032
"197",0.0579914733325426
"198",0.0601778675605383
"199",0.0569769721406631
"200",0.054022280136632
"201",0.0512955767590967
"202",0.0487899399038233
"203",0.0485512960583912
"204",0.0463121746870883
"205",0.0446066236871046
"206",0.0454958350022064
"207",0.0434778537005148
"208",0.0415673305207152
"209",0.0422752265232939
"210",0.0405451605861959
"211",0.0388633250232241
"212",0.0376794220237967
"213",0.0364460176172366
"214",0.0352205424384755
"215",0.0356493864131986
"216",0.0343903461085214
"217",0.0335599829640691
"218",0.0326365259059451
"219",0.0319080895618251
"220",0.0320266859454891
"221",0.0324321444786273
"222",0.0319286204601131
"223",0.0310946034135732
"224",0.0306689997259249
"225",0.0299195425037799
"226",0.0296657495566093
"227",0.0301324500394206
"228",0.0300798991887919
"229",0.0299031305034002
"230",0.0305160331876384
"231",0.0297440713731718
"232",0.0290914633708494
"233",0.0336968582673216
"234",0.033378155958493
"235",0.0323855747270732
"236",0.0334999367055907
"237",0.0327462271962177
"238",0.0319888860571037
"239",0.0311565855969734
"240",0.0361410530881928
"241",0.0348752957623887
"242",0.0387438732740497
"243",0.0384688528134347
"244",0.0369623342267857
"245",0.0370494058857088
"246",0.0356703195299789
"247",0.034409818017352
"248",0.0341997193151465
"249",0.0347339896518126
"250",0.0338398788334702
"251",0.0434417815278066
"252",0.0438965648560819
"253",0.0425889186935512
"254",0.042198426411826
"255",0.0490611936438042
"256",0.0468852486934585
"257",0.0474452226727762
"258",0.0503494700300015
"259",0.0483958901015936
"260",0.0475112359784139
"261",0.0462692913564283
"262",0.0441452155616087
"263",0.0421988004634508
"264",0.0427304110295716
"265",0.0408720643726587
"266",0.0413530850597588
"267",0.0396290400129793
"268",0.0380225254941686
"269",0.0550853703970308
"270",0.0568018646218503
"271",0.0538430177555443
"272",0.0535129826945316
"273",0.0508134583467019
"274",0.0485217408709501
"275",0.0528678085485606
"276",0.0508741086473791
"277",0.0485976215729471
"278",0.0555400626061152
"279",0.0526818809953902
"280",0.0500418614800565
"281",0.0476557646886734
"282",0.0470459040459232
"283",0.0449033401857273
"284",0.0434245032627431
"285",0.0418959407470797
"286",0.0401715013204385
"287",0.041271156703894
"288",0.0408592687646587
"289",0.0392174034015056
"290",0.0376563161054709
"291",0.0369142170879897
"292",0.035750742695613
"293",0.0360977092544165
"294",0.034836201677473
"295",0.035212389886919
"296",0.0375460916429657
"297",0.036379838196786
"298",0.0350777694563928
"299",0.0338725780048115
"300",0.0358939917568974
"301",0.03461297730816
"302",0.0336096621158311
"303",0.0387729912687427
"304",0.037834958550277
"305",0.0369983521672661
"306",0.0359222253391622
"307",0.0347948118361098
"308",0.0498820042896763
"309",0.0518612650807423
"310",0.0494557387055757
"311",0.0788458816714304
"312",0.0745417628530002
"313",0.0703458841296318
"314",0.0861289402494899
"315",0.0824524198076288
"316",0.0776799617102083
"317",0.0737406128814129
"318",0.0730130491464821
"319",0.0689003391700166
"320",0.0656925297379798
"321",0.063748870050951
"322",0.0602820486041472
"323",0.0573160701215369
"324",0.0556534811178932
"325",0.0527852803891073
"326",0.0535952411748382
"327",0.0517861601579754
"328",0.0492092167637815
"329",0.0648192051648383
"330",0.0614082538719101
"331",0.0583732802618069
"332",0.0596146244902559
"333",0.057141696497445
"334",0.054248191467118
"335",0.0574549673890258
"336",0.0573770298903538
"337",0.0543769549039669
"338",0.06025508392373
"339",0.0572101508906333
"340",0.0543898313184835
"341",0.0525502418888721
"342",0.0519526580017599
"343",0.0494796835408572
"344",0.0471768668723897
"345",0.0458778207390303
"346",0.0441088224353907
"347",0.0441533450075345
"348",0.0436947414226666
"349",0.0417703816780236
"350",0.0399924127331253
"351",0.0383752535416235
"352",0.0369348642627819
"353",0.039689178913165
"354",0.0380933398200229
"355",0.0366787663895741
"356",0.0409469028870992
"357",0.0442606706853302
"358",0.0423021476211458
"359",0.0436443077719659
"360",0.0425099463297211
"361",0.0412982867275065
"362",0.0430265901543915
"363",0.0467754413504025
"364",0.0446294546954538
"365",0.0426139089533622
"366",0.0413238705589405
"367",0.0398413507649718
"368",0.0422542802812209
"369",0.0644714195912864
"370",0.0620928948546708
"371",0.0774164234105902
"372",0.0729900691850031
"373",0.0692416335043207
"374",0.0686061189611895
"375",0.0648354387938104
"376",0.0617437078443074
"377",0.0620602084481368
"378",0.0595308349860429
"379",0.0563699323931498
"380",0.0547381614582073
"381",0.0520091239119187
"382",0.0495381315850613
"383",0.0528525995989335
"384",0.0501932358283319
"385",0.0478584561343888
"386",0.0474739760166929
"387",0.0452436679160604
"388",0.0431764513443971
"389",0.0431091557562156
"390",0.0417431642759321
"391",0.0400023196344445
"392",0.0384625919861113
"393",0.0398052495595526
"394",0.0381835523970914
"395",0.0381322435522803
"396",0.0367001990340092
"397",0.0353595033495698
"398",0.0566943212503797
"399",0.0546946961599512
"400",0.0519898192739544
"401",0.0498279444622099
"402",0.0479067988044546
"403",0.0456492231635279
"404",0.0439793596629336
"405",0.0438251659238933
"406",0.0418688441597135
"407",0.0400932386646283
"408",0.038958990084525
"409",0.0374085460412462
"410",0.0381342320967252
"411",0.0380945576397172
"412",0.0366224333419589
"413",0.0359687564725668
"414",0.0393620123495898
"415",0.0377943183349608
"416",0.0379752495081419
"417",0.03863169604407
"418",0.0372426837121296
"419",0.04051814399156
"420",0.0400354845863036
"421",0.0385807370932443
"422",0.04056341633974
"423",0.0389876251121561
"424",0.0374464924830314
"425",0.0360277933445324
"426",0.0397355731398059
"427",0.0390337746728071
"428",0.0547578786680347
"429",0.0664226954453936
"430",0.0627790713870652
"431",0.0691111599245448
"432",0.0688528324350759
"433",0.0650312235717506
"434",0.0615396194690515
"435",0.058565289451108
"436",0.0554823227623267
"437",0.05262462780525
"438",0.050441431369587
"439",0.0479971642749175
"440",0.0457111348154311
"441",0.0463486683345605
"442",0.0442217016357751
"443",0.0526139456672664
"444",0.050529795057627
"445",0.0480959170206421
"446",0.0461906710908071
"447",0.0488115920827189
"448",0.0464594049278723
"449",0.0456891662339456
"450",0.0440329178562052
"451",0.0420668476125671
"452",0.0638401372401948
"453",0.0898435322728451
"454",0.0848691627573619
"455",0.0861077520605891
"456",0.0814131743918834
"457",0.076777076091177
"458",0.0842428301651354
"459",0.0797021760802175
"460",0.0760489799338299
"461",0.0766803279549196
"462",0.0779800561108925
"463",0.0736054429903274
"464",0.0697286574643248
"465",0.068922810264206
"466",0.0655385151318642
"467",0.0664221949762341
"468",0.0652630328513083
"469",0.0682328873780565
"470",0.0644724483268935
"471",0.0610376521529216
"472",0.0584809677632778
"473",0.0678441834715505
"474",0.0679814067743382
"475",0.0644898169837713
"476",0.0646711667709405
"477",0.0642101426953119
"478",0.0611852468960732
"479",0.0628990952086133
"480",0.0595066508082447
"481",0.0563750768905615
"482",0.0678894407529062
"483",0.0641981756039551
"484",0.0608536492512683
"485",0.0668580739970504
"486",0.0645112336818786
"487",0.0613344812918821
"488",0.0631862773813608
"489",0.060988349447903
"490",0.0577877737146997
"491",0.0547546973605304
"492",0.0520176885505195
"493",0.0505774262176573
"494",0.0733271691877929
"495",0.0692643347710405
"496",0.065559379500943
"497",0.0772734289705583
"498",0.0797814785994746
"499",0.0752424172713442
"500",0.071378029019916
"501",0.0673693114744899
"502",0.0636840668652291
"503",0.0614340277968168
"504",0.0597546678437222
"505",0.0566412045508048
"506",0.0541628832363438
"507",0.0588102160961962
"508",0.0559224852800229
"509",0.0611441872975278
"510",0.0584426277807215
"511",0.0554109303357221
"512",0.0550844647322616
"513",0.0775509138232401
"514",0.0731191108402195
"515",0.0857160955270962
"516",0.0809194511584669
"517",0.0762591634294921
"518",0.071936040192856
"519",0.0678882708312898
"520",0.0650409701586154
"521",0.0641667597986214
"522",0.0658645950694543
"523",0.0623742293466672
"524",0.0622166823854688
"525",0.0624985731953733
"526",0.0594473700527421
"527",0.0562927831325033
"528",0.0537735118549738
"529",0.0512387008073302
"530",0.0607708203722367
"531",0.057721765738836
"532",0.0546935166611105
"533",0.0541004610354651
"534",0.0546871617456782
"535",0.0518928850897798
"536",0.0493016722669035
"537",0.0501592846804177
"538",0.0477682728419729
"539",0.0464923703831504
"540",0.0443800912192333
"541",0.0423941538949382
"542",0.0454408972006371
"543",0.0476437171020051
"544",0.0459453474370838
"545",0.0510635636741741
"546",0.050301733491092
"547",0.0478324706779748
"548",0.0473604393881115
"549",0.0451426202714072
"550",0.0430972934599267
"551",0.0492488014162091
"552",0.0470502279620282
"553",0.0456372993896437
"554",0.0439634048326178
"555",0.0427386220245218
"556",0.041341706395701
"557",0.0411131744313037
"558",0.0404487733025396
"559",0.0387721511051384
"560",0.0373508122059259
"561",0.0360434089833563
"562",0.0353542216610298
"563",0.0405188101987598
"564",0.0388669783253517
"565",0.0373365347773407
"566",0.0548995019530198
"567",0.0520810730151231
"568",0.049475917973062
"569",0.0471656195659939
"570",0.0474688751691568
"571",0.0452204557777195
"572",0.0500811759424992
"573",0.0490185484030313
"574",0.0466503850945675
"575",0.0473994979769244
"576",0.0472762625183675
"577",0.045090914167835
"578",0.0434148795318617
"579",0.0569572737193962
"580",0.054137005403187
"581",0.0514201807632554
"582",0.05002769660356
"583",0.0475803670128781
"584",0.0487762676951602
"585",0.0472309171066718
"586",0.0450010665436915
"587",0.0490223193786143
"588",0.0466766042721096
"589",0.0445751575110923
"590",0.0425603477038031
"591",0.0452554950155327
"592",0.0432917188785255
"593",0.0435686676287132
"594",0.042677284713333
"595",0.0409952736647178
"596",0.0412526649731042
"597",0.0396117661238113
"598",0.0380545814062754
"599",0.0366116791204555
"600",0.0374375370161813
"601",0.0361523705974286
"602",0.0348512041702474
"603",0.0342292467126237
"604",0.0331206707168155
"605",0.0347963419645647
"606",0.0336509632061161
"607",0.0325917446443952
"608",0.042418455795139
"609",0.0405993272186746
"610",0.0389311261108553
"611",0.0377868551024471
"612",0.0367566453366168
"613",0.0355030587694778
"614",0.0369467748880638
"615",0.0357411566639634
"616",0.0344793977450578
"617",0.0344271511516108
"618",0.0336316973085961
"619",0.0325708970416166
"620",0.0441972779482697
"621",0.0422453733628612
"622",0.0404178900034354
"623",0.0401275084333519
"624",0.0384800330080629
"625",0.0370033246205103
"626",0.0358100940671439
"627",0.0347419069267358
"628",0.033584148754944
"629",0.0329185104858633
"630",0.032112954208536
"631",0.0312066723828556
"632",0.0310339114984755
"633",0.0304072197455245
"634",0.0296503644906219
"635",0.0289871754302519
"636",0.0285324053926166
"637",0.027990957056671
"638",0.0437207243634448
"639",0.0418284102574259
"640",0.040035714568323
"641",0.0462947096185846
"642",0.046304585971226
"643",0.044151027660337
"644",0.0427725262031343
"645",0.0410189617423626
"646",0.0393396170159514
"647",0.0397976684665124
"648",0.0382039182977418
"649",0.0367282234123573
"650",0.0405503291635914
"651",0.0403393463543712
"652",0.0386735038969667
"653",0.0371630006195543
"654",0.035773686462659
"655",0.0351747913746817
"656",0.0339654567832948
"657",0.0345489570598299
"658",0.0364455915819474
"659",0.0358225899229381
"660",0.034702444889531
"661",0.0341821460456896
"662",0.0331360904857091
"663",0.032115540134285
"664",0.0313374371279794
"665",0.0304905038993766
"666",0.0303978532988417
"667",0.0297086231147289
"668",0.0309074774689524
"669",0.0309974428551672
"670",0.0301764740385586
"671",0.0305961529950264
"672",0.0298498860005121
"673",0.0291470650776874
"674",0.0308363183510404
"675",0.0339776464679442
"676",0.0380500424584446
"677",0.0366735258986169
"678",0.0353232285001255
"679",0.0344086215173925
"680",0.0334572743129481
"681",0.0335963872249372
"682",0.0325268232792911
"683",0.037266023329662
"684",0.0359508190596337
"685",0.0362138168206091
"686",0.0358170699081297
"687",0.0345442230306106
"688",0.0333909173188867
"689",0.0344991969370304
"690",0.0363783750615718
"691",0.0350543756331258
"692",0.0350825329322877
"693",0.03465729861393
"694",0.0351984307176936
"695",0.034058529532134
"696",0.0329512271770501
"697",0.0344250883733545
"698",0.0368247477312921
"699",0.0354859693213704
"700",0.0366003998538107
"701",0.0359326597205803
"702",0.0346706139828751
"703",0.0339703517512315
"704",0.0331363695343174
"705",0.0321535558808906
"706",0.0313220712684129
"707",0.0308640681062058
"708",0.0301431382694535
"709",0.0295345966134125
"710",0.0292447204705055
"711",0.0294327680296558
"712",0.0306816763503712
"713",0.0307992568039699
"714",0.0309551880667456
"715",0.0301381884399652
"716",0.0294588399701472
"717",0.0310175119228517
"718",0.0303280313841866
"719",0.0304447129433853
"720",0.0296938074117737
"721",0.0290129180313551
"722",0.0297291029331935
"723",0.0290346883167726
"724",0.0284267995671485
"725",0.028782248543536
"726",0.0411202871632787
"727",0.0394062313994908
"728",0.0384078775786412
"729",0.0372672480695235
"730",0.0359978680567355
"731",0.0347434968668078
"732",0.0336232046272867
"733",0.0325825988792395
"734",0.0324554121816685
"735",0.0314931755252614
"736",0.0306359217130084
"737",0.0305612807806187
"738",0.0303972793836807
"739",0.0296565703046005
"740",0.0290989583624795
"741",0.0304728187829817
"742",0.0298855099295622
"743",0.0293326630795505
"744",0.0289885716631122
"745",0.0285968900177398
"746",0.0287124845982944
"747",0.0281902142649267
"748",0.0283249882345374
"749",0.0286188404872409
"750",0.028046669109306
"751",0.027526365397846
"752",0.0272537219263327
"753",0.0273291622991349
"754",0.0268899936007724
"755",0.0266662869690872
"756",0.02629630742381
"757",0.0260016096952774
"758",0.025726303893548
"759",0.0254711212649754
"760",0.0252454267225324
"761",0.0308933852428024
"762",0.0301004674966328
"763",0.0293990645186965
"764",0.0287719199801446
"765",0.0289102983896203
"766",0.0289382213133259
"767",0.0283405283324265
"768",0.027887583911291
"769",0.027628724574973
"770",0.0272286743876729
"771",0.0268146367087258
"772",0.0265136414923489
"773",0.0262458961095879
"774",0.0259222613177188
"775",0.0256958017107057
"776",0.0254944430192921
"777",0.0252902279070653
"778",0.0251121946749464
"779",0.0253114714114714
"780",0.0255010371989458
"781",0.0253003888351893
"782",0.0251013363551711
"783",0.0249367162762427
"784",0.0247735777016739
"785",0.0246340682125929
"786",0.0245202604036003
"787",0.0244084430016807
"788",0.0245750148653269
"789",0.0246510164672894
"790",0.0246983580279372
"791",0.0247477093736781
"792",0.0246775998714378
"793",0.0245357705619074
"794",0.0245485907190563
"795",0.0265012962309079
"796",0.0339651435137007
"797",0.0343412846651926
"798",0.0333425374263855
"799",0.0322969140782419
"800",0.0349282749290334
"801",0.050306235071469
"802",0.0497397161390604
"803",0.0473995457155123
"804",0.0481337314382096
"805",0.0458552107288317
"806",0.0573748550780217
"807",0.0546153942626295
"808",0.0527398566271155
"809",0.0550442517825198
"810",0.0535679164162545
"811",0.0508495563206272
"812",0.0498733861523905
"813",0.0474918147546784
"814",0.045315978752603
"815",0.0455041978901676
"816",0.0443732264549929
"817",0.0435192523628226
"818",0.0503969333352079
"819",0.0479263066267289
"820",0.045654682183961
"821",0.0438355703588951
"822",0.042840558586685
"823",0.0410781868568195
"824",0.0393583116205828
"825",0.0397415554026293
"826",0.0384086068172969
"827",0.0369463547726649
"828",0.0370114163309318
"829",0.0382551545335325
"830",0.042159564203504
"831",0.042514758297602
"832",0.0420621567665477
"833",0.043672844164406
"834",0.0423513159019188
"835",0.0406086640768359
"836",0.041695836738787
"837",0.0399161464308222
"838",0.0382966911685958
"839",0.0379194234960496
"840",0.0384571949803877
"841",0.0386274612916004
"842",0.037105592103105
"843",0.0359131600515587
"844",0.0353419903056032
"845",0.0341113368307253
"846",0.0332955994373632
"847",0.0322943950080837
"848",0.0316160262229811
"849",0.0317604993909293
"850",0.0308807969494491
"851",0.0300864746038781
"852",0.0341346283075493
"853",0.0361433581304347
"854",0.0348600883025309
"855",0.0340019624904231
"856",0.0335936936399304
"857",0.0338833135565466
"858",0.0329674721559204
"859",0.0319809466608715
"860",0.0310638619431424
"861",0.030474802876807
"862",0.0297068240621431
"863",0.0320572236652062
"864",0.0312059986077104
"865",0.0305320779328427
"866",0.0298751797368229
"867",0.0291719234694414
"868",0.0285783716662707
"869",0.0280268029135481
"870",0.0276493839880686
"871",0.0289558036191402
"872",0.0285712795381254
"873",0.0281904303472675
"874",0.027819520660815
"875",0.0273668092385311
"876",0.0269822279033892
"877",0.0270895366352968
"878",0.0267122938099111
"879",0.0263385892107516
"880",0.0267551052437682
"881",0.0264613588399655
"882",0.0345564852710193
"883",0.033397202574424
"884",0.0323487707079244
"885",0.0318572097294246
"886",0.0309679914793461
"887",0.0302406575522163
"888",0.0295812800758734
"889",0.028903561849919
"890",0.0282935951146657
"891",0.0279418361713901
"892",0.0332605894284907
"893",0.0322336851186985
"894",0.0314792743820399
"895",0.0308581627974565
"896",0.0301003699742954
"897",0.0313591206521668
"898",0.041188966147372
"899",0.0396918027154354
"900",0.0381114838615623
"901",0.0366536425128485
"902",0.0353080697606657
"903",0.0341509805325687
"904",0.0330531361273755
"905",0.0321157969887506
"906",0.0321017177989832
"907",0.0327910483148861
"908",0.0317966026255288
"909",0.0308999968486817
"910",0.0301367111744591
"911",0.0297778900358724
"912",0.0291804925749513
"913",0.0289337489899135
"914",0.0283211009891099
"915",0.0278481001413066
"916",0.0273528867893685
"917",0.0270771502656135
"918",0.0271643007434487
"919",0.0268445528073973
"920",0.0264662429638282
"921",0.026152426588757
"922",0.0258617672484084
"923",0.0262014059047413
"924",0.0258901058956472
"925",0.0256051838591302
"926",0.0254583543219343
"927",0.0257947196079294
"928",0.0255213316994566
"929",0.0261712182155783
"930",0.0259019942325945
"931",0.0260439212124503
"932",0.025753796463243
"933",0.0255085695839759
"934",0.0253357614631393
"935",0.0576828486495454
"936",0.0549483813421619
"937",0.0523242363545241
"938",0.0501058620770463
"939",0.0476567367380079
"940",0.0459400199461169
"941",0.0439873748227851
"942",0.0424776393340439
"943",0.0411647257852003
"944",0.0426145482274528
"945",0.0407602736904813
"946",0.0390715184215609
"947",0.0377294205285481
"948",0.0370515230237812
"949",0.0366044465797491
"950",0.0352710962680144
"951",0.0341095648001116
"952",0.0329998709610419
"953",0.031994889448789
"954",0.0311715824094152
"955",0.0306426477131359
"956",0.0306968504209894
"957",0.0303826025213097
"958",0.0329425203060394
"959",0.0322166303714469
"960",0.031305208041312
"961",0.0304537587159136
"962",0.0298544358553292
"963",0.029153257060246
"964",0.0286131586289141
"965",0.0281617504731119
"966",0.0309697419109124
"967",0.0306618928642762
"968",0.0301084950201832
"969",0.0295115941469422
"970",0.0289714338229181
"971",0.0296330608193452
"972",0.0306064815586862
"973",0.0311858355995406
"974",0.05170465822728
"975",0.05028010244269
"976",0.0588697288597653
"977",0.0562312831400574
"978",0.0537162969025197
"979",0.0524307286185158
"980",0.0542695769941613
"981",0.051780979772052
"982",0.061836783050065
"983",0.0588611716532788
"984",0.0558824047983637
"985",0.0545710251692559
"986",0.0524655607850187
"987",0.0500168556749748
"988",0.0475930292546274
"989",0.0513852615599804
"990",0.0488386782878952
"991",0.0465813704295523
"992",0.0444951411794792
"993",0.0449302729491757
"994",0.0437741400125829
"995",0.0418229375563858
"996",0.0403734827327533
"997",0.0442285884261969
"998",0.0462466551322386
"999",0.0442031408944926
"1000",0.042215379584491
"1001",0.0409010005428561
"1002",0.0393146949254391
"1003",0.0396608400051098
"1004",0.0404212820717845
"1005",0.0389683177231366
"1006",0.0383235638741294
"1007",0.0368787694310783
"1008",0.0387443682508885
"1009",0.0376043406783744
"1010",0.0362957078493472
"1011",0.0366242045581572
"1012",0.0363399677804132
"1013",0.0354293755137419
"1014",0.0350103727871522
"1015",0.0395376691770207
"1016",0.0401895297300324
"1017",0.0386759519952632
"1018",0.0374498339643384
"1019",0.0410220930156864
"1020",0.0491128475259581
"1021",0.0628175545603777
"1022",0.0668565687331278
"1023",0.064070025894231
"1024",0.0682216354609344
"1025",0.0647098886949789
"1026",0.0614218678142741
"1027",0.0663556459339697
"1028",0.0659771019888043
"1029",0.0628275275970178
"1030",0.0598288042335981
"1031",0.0569334543529931
"1032",0.0579339190736522
"1033",0.0552642127374953
"1034",0.0539256236457796
"1035",0.05492114376226
"1036",0.0531376866471123
"1037",0.0516129860072717
"1038",0.0593044201231869
"1039",0.0590916370354059
"1040",0.0691596657300121
"1041",0.065573210513988
"1042",0.0689004887785958
"1043",0.0651484942189564
"1044",0.061799250119223
"1045",0.0587348287494925
"1046",0.0563252292372398
"1047",0.0554815839316389
"1048",0.0527451110390732
"1049",0.0501416512717854
"1050",0.0477156543645351
"1051",0.0471259873315845
"1052",0.0449062001207344
"1053",0.0428934795470552
"1054",0.0410463278586959
"1055",0.0419761992509831
"1056",0.0411943551460685
"1057",0.0395459497221278
"1058",0.0386259726581776
"1059",0.0373073465578586
"1060",0.0416779726975585
"1061",0.0407741260133428
"1062",0.0406874567217788
"1063",0.0389953822654302
"1064",0.0377429825891981
"1065",0.0394854244713853
"1066",0.0383728917968326
"1067",0.0372337781762178
"1068",0.0389606850121848
"1069",0.0447717514449582
"1070",0.0432863729615812
"1071",0.0413935864082666
"1072",0.0399999936480438
"1073",0.0384116131368786
"1074",0.0404766475635376
"1075",0.0390821127363616
"1076",0.0420570443231885
"1077",0.0402933692257748
"1078",0.0394343223561535
"1079",0.0387427384076032
"1080",0.0372460276555928
"1081",0.0363179207334725
"1082",0.0355542117040921
"1083",0.0373071460188015
"1084",0.0369076827078041
"1085",0.0355854657043542
"1086",0.0343323381681297
"1087",0.0334663474387482
"1088",0.0371652888366232
"1089",0.036340741840362
"1090",0.0350788188657914
"1091",0.0338926033492022
"1092",0.0338442724885031
"1093",0.0329575573110948
"1094",0.0320878161036315
"1095",0.0313990253574316
"1096",0.031371572854555
"1097",0.0305182228387084
"1098",0.0305316048749147
"1099",0.0298520167122203
"1100",0.0291699462267018
"1101",0.0286328756463619
"1102",0.0281505203571632
"1103",0.0278036268776881
"1104",0.0273837627837543
"1105",0.027051245374364
"1106",0.0269151755340211
"1107",0.0273897504672811
"1108",0.0269440513436236
"1109",0.0288595150807005
"1110",0.0461226168580771
"1111",0.0444353016643535
"1112",0.0447063037032181
"1113",0.042825644718886
"1114",0.0409548084677544
"1115",0.039903130219311
"1116",0.0391436340248788
"1117",0.0375772954602585
"1118",0.0361606073489515
"1119",0.0353792635033491
"1120",0.0343987892658096
"1121",0.0332779749676514
"1122",0.03413946904861
"1123",0.0350344073423915
"1124",0.0338507485222193
"1125",0.0353598533478956
"1126",0.0341288532728144
"1127",0.0352445621470025
"1128",0.0340223676255182
"1129",0.0329552634229833
"1130",0.0319777156465487
"1131",0.0320071333146262
"1132",0.0319023000397658
"1133",0.0310406091774057
"1134",0.030694429582788
"1135",0.0299192523616055
"1136",0.03066531740721
"1137",0.0298923693583393
"1138",0.0303337753709684
"1139",0.0368799059373886
"1140",0.0356523769522146
"1141",0.0599956199769458
"1142",0.0606617999797339
"1143",0.0580446859322446
"1144",0.0561034771954369
"1145",0.0534774129988513
"1146",0.0515681068957399
"1147",0.0490440158083139
"1148",0.0467480668132678
"1149",0.0445607799013849
"1150",0.0427325857216145
"1151",0.0412750162535992
"1152",0.0397416485584744
"1153",0.0381245456631073
"1154",0.0370283031734958
"1155",0.0388722411224404
"1156",0.0373293076522692
"1157",0.0365996979210488
"1158",0.0370553130977241
"1159",0.0356997061871134
"1160",0.034494885989082
"1161",0.0338106522181829
